customer_id,customer_name,total_orders,customer_type
91246,Molly Jennings,2,Repeat Customer
63788,Rachel Kelley,2,Repeat Customer
48652,Nicholas Gonzalez,2,Repeat Customer
33732,Tracy Simmons,2,Repeat Customer
49542,Denise Larson,2,Repeat Customer
95806,Adam Buck,2,Repeat Customer
57536,Brianna Goodwin,2,Repeat Customer
88003,Debra Turner,2,Repeat Customer
24202,Timothy Parks,2,Repeat Customer
45179,Steven Gonzalez,2,Repeat Customer
56622,Tiffany Williams,2,Repeat Customer
39413,Samantha Atkinson,2,Repeat Customer
71218,Lisa Yang,2,Repeat Customer
49915,Jessica Richard,2,Repeat Customer
87380,Holly Allen,2,Repeat Customer
13714,Kayla Stevenson,2,Repeat Customer
53428,Jeremy Sherman,2,Repeat Customer
43868,Dale Holt,2,Repeat Customer
36291,Savannah Christian,2,Repeat Customer
52512,Paula Rodriguez,2,Repeat Customer
7132,Joseph Davis,2,Repeat Customer
41764,Melissa Daniels,2,Repeat Customer
30900,Michelle Bush,2,Repeat Customer
74431,Theodore James,2,Repeat Customer
21432,Julie Martinez,2,Repeat Customer
12568,Lacey Blackburn,2,Repeat Customer
8954,Shannon May,2,Repeat Customer
77257,Jill Waters,2,Repeat Customer
96111,Tyler Henson,2,Repeat Customer
86988,Lisa Dominguez,2,Repeat Customer
75396,Benjamin Taylor,2,Repeat Customer
45139,Lisa Wilson,2,Repeat Customer
3942,Crystal Allen,2,Repeat Customer
68840,Daniel Chavez,2,Repeat Customer
76689,Dana Gay,2,Repeat Customer
18520,Scott Lara,2,Repeat Customer
95503,Sheena Freeman,2,Repeat Customer
42930,Juan Contreras,2,Repeat Customer
54293,Richard Murray,2,Repeat Customer
2076,Rachel Wilkins,2,Repeat Customer
15793,Michael Lopez,2,Repeat Customer
58455,Kevin Martinez,2,Repeat Customer
65230,Brent Stewart,2,Repeat Customer
71123,Bryan Welch,2,Repeat Customer
95869,Sharon White,2,Repeat Customer
79703,Amanda Morgan,2,Repeat Customer
99474,Russell Fuller,2,Repeat Customer
97175,Lisa Clark,2,Repeat Customer
32294,Brooke Walsh,2,Repeat Customer
30570,Christina Dalton,2,Repeat Customer
86543,Rhonda Smith,2,Repeat Customer
15547,Heather Elliott,2,Repeat Customer
43421,George Henson,2,Repeat Customer
1758,Amanda Klein,2,Repeat Customer
86016,Christopher Allen,2,Repeat Customer
50118,Mariah Duran,2,Repeat Customer
89584,Dustin Salinas,2,Repeat Customer
97128,Ruth Leblanc,2,Repeat Customer
1002,Amber Douglas,2,Repeat Customer
48311,Nicole Mueller,2,Repeat Customer
79868,Jesse Alexander,2,Repeat Customer
64677,Lucas Brown,2,Repeat Customer
80661,Angel Berry,2,Repeat Customer
50424,Philip Pena,2,Repeat Customer
78582,James Snyder,2,Repeat Customer
87715,Johnny Jensen,2,Repeat Customer
25067,Sarah Carroll,2,Repeat Customer
32946,Sara Bass,2,Repeat Customer
65324,Madeline Bradshaw,2,Repeat Customer
97772,Shelia Yang,2,Repeat Customer
29968,Nathaniel Lewis,2,Repeat Customer
98296,Megan Smith,2,Repeat Customer
89561,Taylor Petersen,2,Repeat Customer
61832,Carolyn Williams,2,Repeat Customer
20970,Stephen Taylor,2,Repeat Customer
19628,John Zimmerman,2,Repeat Customer
25548,Roger Crane,2,Repeat Customer
4493,Maria Terry,2,Repeat Customer
17865,Kevin Howard,2,Repeat Customer
76847,Michelle Holden,2,Repeat Customer
93287,Sandra Johnson,2,Repeat Customer
38826,James Evans,2,Repeat Customer
44049,Paula Malone,2,Repeat Customer
28775,Kristen Nguyen,2,Repeat Customer
52228,Craig Tate,2,Repeat Customer
44333,James Ward,2,Repeat Customer
68822,Sarah Dudley,2,Repeat Customer
61338,Jason Watkins,2,Repeat Customer
39313,Randy Dennis,2,Repeat Customer
59752,Amanda Snyder,2,Repeat Customer
15497,James Griffith,2,Repeat Customer
26473,Johnny Washington,2,Repeat Customer
3500,Angela Zuniga,2,Repeat Customer
83475,Monica Walton,2,Repeat Customer
86512,Paul Hartman,2,Repeat Customer
21798,Jonathan Perry,2,Repeat Customer
17245,Kathleen Rodriguez,2,Repeat Customer
10318,Paul Morrison,2,Repeat Customer
4302,Henry Green,2,Repeat Customer
42597,Kelly Rodriguez,2,Repeat Customer
80255,Christine Hopkins,2,Repeat Customer
70197,Jessica Allison,2,Repeat Customer
76431,Michael White,2,Repeat Customer
87874,Tracey Lopez,2,Repeat Customer
12011,Cheryl Campbell,2,Repeat Customer
86419,Gabriel Kennedy,2,Repeat Customer
65018,Anthony Smith,2,Repeat Customer
7662,Amber Poole,2,Repeat Customer
88355,Aaron Morrison,2,Repeat Customer
54729,Tina Davis,2,Repeat Customer
93062,Benjamin Graham,2,Repeat Customer
20242,Terry Patterson,2,Repeat Customer
92554,Andrew York,2,Repeat Customer
31124,Patrick Molina,2,Repeat Customer
74485,Erin Ali,2,Repeat Customer
34638,Samuel Smith,2,Repeat Customer
92344,Samantha Mason,2,Repeat Customer
89693,David Ryan,2,Repeat Customer
39301,Amber Glass,2,Repeat Customer
49995,Jennifer Martin,2,Repeat Customer
6629,James French,2,Repeat Customer
74623,Stephanie Moore,2,Repeat Customer
39543,Ricardo Jimenez,2,Repeat Customer
27818,Daisy Jacobson,2,Repeat Customer
82352,Terry Davies,2,Repeat Customer
14323,Cody Coleman,2,Repeat Customer
58410,Andrew Shields,2,Repeat Customer
67736,Anthony Black,2,Repeat Customer
35206,Kathleen George,2,Repeat Customer
1500,William Terrell,2,Repeat Customer
48782,Robin Jones,2,Repeat Customer
26002,Paul Levine,2,Repeat Customer
17642,Shelby Gilbert,2,Repeat Customer
59317,Karen Garcia,2,Repeat Customer
46814,Jamie Shaw,2,Repeat Customer
66300,Krystal Dawson,2,Repeat Customer
7964,Travis Bruce,2,Repeat Customer
8378,Gregory Glass,2,Repeat Customer
63617,Crystal Russell,2,Repeat Customer
94791,Christina Black,2,Repeat Customer
73340,Joshua Carter,2,Repeat Customer
8648,Michael Williams,2,Repeat Customer
41593,Mary Smith,2,Repeat Customer
25552,Ryan Acosta,2,Repeat Customer
38031,Melinda Gilbert,2,Repeat Customer
78903,James Wallace,2,Repeat Customer
10126,Natalie Price,2,Repeat Customer
31607,Emily Rodriguez,2,Repeat Customer
50708,Michael Barton,2,Repeat Customer
95048,Kathy Greene,2,Repeat Customer
2010,Danny Pratt,2,Repeat Customer
98794,Darlene Campos,2,Repeat Customer
53794,David Nelson,2,Repeat Customer
47734,Ryan Dawson,2,Repeat Customer
55837,Kathleen Brown,2,Repeat Customer
37386,Melissa Oconnell,2,Repeat Customer
39255,Carolyn Padilla,2,Repeat Customer
29429,Helen Harrison,2,Repeat Customer
27732,Monica Bryant,2,Repeat Customer
13109,Meghan Jones,2,Repeat Customer
53343,Joshua Wu,2,Repeat Customer
30898,Stephanie Moore,2,Repeat Customer
96018,Kenneth Lowe,2,Repeat Customer
86108,Richard Sanders,2,Repeat Customer
28944,Samuel Joyce,2,Repeat Customer
59077,Alex Buckley,2,Repeat Customer
62657,Miguel Blair,2,Repeat Customer
42960,Denise Clark,2,Repeat Customer
62380,Carrie Mendez,2,Repeat Customer
32317,Patricia Rodriguez,2,Repeat Customer
90776,Eddie Ibarra,2,Repeat Customer
6449,Tyler Johnson,2,Repeat Customer
8697,Karen Hays,2,Repeat Customer
39566,Adam Lee,2,Repeat Customer
38180,Evelyn Wagner,2,Repeat Customer
34438,Shannon Chavez,2,Repeat Customer
89565,Crystal Fowler,2,Repeat Customer
76821,Scott Young,2,Repeat Customer
34293,Richard Allen,2,Repeat Customer
75217,Tyler Ibarra,2,Repeat Customer
25860,Lori Le,2,Repeat Customer
55563,Melinda Richards,2,Repeat Customer
8095,Eric Dalton,2,Repeat Customer
3208,Dawn Moore,2,Repeat Customer
10864,Travis Knight,2,Repeat Customer
31783,Christian Howard,2,Repeat Customer
60265,Holly Marshall,2,Repeat Customer
70908,Laura Richards,2,Repeat Customer
50968,Brett Klein,2,Repeat Customer
6279,Suzanne Baker,2,Repeat Customer
84853,Brandon Hart,2,Repeat Customer
50054,Amber King,2,Repeat Customer
25473,Ashley Nelson,2,Repeat Customer
28964,Joseph Cortez,2,Repeat Customer
36526,Anita Rodriguez,2,Repeat Customer
4350,Catherine Booker,2,Repeat Customer
77204,Manuel Clayton,2,Repeat Customer
99743,Matthew Ryan,2,Repeat Customer
50814,Joshua Barnes,2,Repeat Customer
57184,John Norton,2,Repeat Customer
65962,Kimberly Terry,2,Repeat Customer
40688,Jaime Carroll,2,Repeat Customer
70098,Jamie Rodriguez,2,Repeat Customer
24159,Christian Flores,2,Repeat Customer
130,Heather Keller,2,Repeat Customer
16609,Vincent Barron,2,Repeat Customer
54316,Tina Ramsey,2,Repeat Customer
59955,Mark Hurley,2,Repeat Customer
5592,Darren Roberts,2,Repeat Customer
3730,Erica Martinez,2,Repeat Customer
72923,Robert Coleman,2,Repeat Customer
24695,Christopher Goodwin,2,Repeat Customer
28740,William Dawson,2,Repeat Customer
88574,Douglas Ward,2,Repeat Customer
25987,Joseph Johnson,2,Repeat Customer
5154,Jeffrey Heath,2,Repeat Customer
13539,Jamie Swanson,2,Repeat Customer
6697,Emily Shaffer,2,Repeat Customer
13361,Monica Sanchez,2,Repeat Customer
52659,Jeffery Curtis,2,Repeat Customer
39782,Allison Carter,2,Repeat Customer
39699,John Conner,2,Repeat Customer
92683,Jeffrey Small,2,Repeat Customer
39474,Shawn Anderson,2,Repeat Customer
56935,Bailey Maxwell,2,Repeat Customer
99398,Erin Espinoza,2,Repeat Customer
65978,Patrick Brown,2,Repeat Customer
9146,Maria Davis,2,Repeat Customer
40770,Gregory Mathis,2,Repeat Customer
96634,Mario Anderson,2,Repeat Customer
855,Annette Jones,2,Repeat Customer
47127,Frederick Young,2,Repeat Customer
96915,Rachael Garcia,2,Repeat Customer
58293,Lisa Alvarez,2,Repeat Customer
78580,Daniel Ortiz,2,Repeat Customer
6607,Stephanie Edwards,2,Repeat Customer
1240,Leslie Bowen,2,Repeat Customer
7814,Aaron Reed,2,Repeat Customer
33359,Frances Greene,2,Repeat Customer
59134,Virginia Hawkins,2,Repeat Customer
21203,Anthony Morris,2,Repeat Customer
29217,Cindy Rojas,2,Repeat Customer
20758,Jenna Wilson,2,Repeat Customer
68830,Paul Mcmahon,2,Repeat Customer
8825,Billy Garner,2,Repeat Customer
36460,Elizabeth Ortega,2,Repeat Customer
49974,Paul Cuevas,2,Repeat Customer
46161,Randy Miller,2,Repeat Customer
14767,Martin Thompson,2,Repeat Customer
44511,Amy Olson,2,Repeat Customer
53145,Courtney Hernandez,2,Repeat Customer
87889,Donald Hester,2,Repeat Customer
63071,Daniel Tapia,2,Repeat Customer
87525,Jose Rogers,2,Repeat Customer
33919,Darryl Lewis,2,Repeat Customer
70208,Felicia Phillips,2,Repeat Customer
36176,Katelyn Davis,2,Repeat Customer
35680,Mackenzie Jones,2,Repeat Customer
63689,John Williams,2,Repeat Customer
32086,Ann Boyer,2,Repeat Customer
10390,Heather Jacobs,2,Repeat Customer
34465,Susan Wong,2,Repeat Customer
11416,Amber Zavala,2,Repeat Customer
69420,Erik Rivera,2,Repeat Customer
76801,Richard Lewis,2,Repeat Customer
40809,Cheryl Perez,2,Repeat Customer
36084,Robert Hall,2,Repeat Customer
60935,Heather Brown,2,Repeat Customer
13438,Dawn Dean,2,Repeat Customer
8438,Justin Meyers,2,Repeat Customer
61650,Keith Meyers,2,Repeat Customer
54859,Jennifer Brewer,2,Repeat Customer
17571,Cynthia Lawrence,2,Repeat Customer
76146,Margaret Middleton,2,Repeat Customer
74468,Danielle Adkins,2,Repeat Customer
61857,Joshua Payne,2,Repeat Customer
67692,Teresa Griffin,2,Repeat Customer
42048,Rebecca Ewing,2,Repeat Customer
49780,Joshua Thompson,2,Repeat Customer
73143,Matthew Haley,2,Repeat Customer
37862,Jacob Sandoval,2,Repeat Customer
97951,Jon Collins,2,Repeat Customer
12857,Kim Green,2,Repeat Customer
75122,Melissa Tran,2,Repeat Customer
76603,Blake Sullivan,2,Repeat Customer
4631,Nicole Smith,2,Repeat Customer
17241,Ann Davis,2,Repeat Customer
16346,Stephanie Kelly,2,Repeat Customer
2292,Donald Brown,2,Repeat Customer
43041,Samuel Lee,2,Repeat Customer
15599,Jill Lewis,2,Repeat Customer
13143,Samuel Andrews,2,Repeat Customer
81690,Phyllis Morales,2,Repeat Customer
86604,Brent Jimenez,2,Repeat Customer
60841,Gina Jones,2,Repeat Customer
87684,Sarah Jones,2,Repeat Customer
28459,Catherine Robinson,2,Repeat Customer
5845,Jennifer Gregory,2,Repeat Customer
12662,Alejandro Moore,2,Repeat Customer
74557,Holly Brown,2,Repeat Customer
27912,Dennis Beard,2,Repeat Customer
96987,Brandon Mendoza,2,Repeat Customer
19836,Eric Turner,2,Repeat Customer
96662,Kirk Oconnell,2,Repeat Customer
31475,Monique Cox,2,Repeat Customer
1884,Jasmine Pittman,2,Repeat Customer
18261,Brady Freeman,2,Repeat Customer
41143,Meghan Stanley,2,Repeat Customer
35169,Stephanie Huynh,2,Repeat Customer
3076,Deborah Harris,2,Repeat Customer
21146,Sara Collins,2,Repeat Customer
28092,Eddie Page,2,Repeat Customer
19912,Amanda Young,2,Repeat Customer
66181,Richard Hall,2,Repeat Customer
69626,Mark Hart,2,Repeat Customer
57900,David Hughes,2,Repeat Customer
7683,Angela Morgan,2,Repeat Customer
1938,Tony Rodriguez,2,Repeat Customer
8219,Eileen Marks,2,Repeat Customer
90836,Courtney Austin,2,Repeat Customer
35792,Tracy Hutchinson,2,Repeat Customer
41570,Bryan Pineda,2,Repeat Customer
72699,Melissa Washington,2,Repeat Customer
53512,Michelle Dunn,2,Repeat Customer
82707,Sandra Scott,2,Repeat Customer
31657,Jasmine Guzman,2,Repeat Customer
46088,Rachel Porter,2,Repeat Customer
94652,Diane Anderson,2,Repeat Customer
65375,Andrea Smith,2,Repeat Customer
74951,Robin Smith,2,Repeat Customer
1741,Natasha Soto,2,Repeat Customer
90270,Christina Beck,2,Repeat Customer
62765,Jonathan Ochoa,2,Repeat Customer
36313,Cynthia Cooke,2,Repeat Customer
60250,Jessica Payne,2,Repeat Customer
97406,Jeffrey Stuart,2,Repeat Customer
79895,Brandon Fitzpatrick,2,Repeat Customer
23794,Wendy Miller,2,Repeat Customer
75555,Sandra Warren,2,Repeat Customer
46789,Amy Lane,2,Repeat Customer
18631,Christina Williams,2,Repeat Customer
95541,Melissa Pham,2,Repeat Customer
77534,Paul Edwards,2,Repeat Customer
8218,Eddie Stewart,2,Repeat Customer
65828,George Pineda,2,Repeat Customer
40675,Alexandra Wright,2,Repeat Customer
5319,Jennifer Peterson,2,Repeat Customer
14674,Kimberly Scott,2,Repeat Customer
12992,Matthew Alvarez,2,Repeat Customer
68812,Mindy Wagner,2,Repeat Customer
84882,Deborah Harvey,2,Repeat Customer
47213,Julie Bush,2,Repeat Customer
65096,Chris Mendoza,2,Repeat Customer
33253,James Buckley,2,Repeat Customer
46753,Christopher Richardson,2,Repeat Customer
63373,Jessica Harrison,2,Repeat Customer
15211,Brenda Martinez,2,Repeat Customer
77361,Tiffany Gonzalez,2,Repeat Customer
27456,John Estrada,2,Repeat Customer
30792,Taylor Hill,2,Repeat Customer
74448,Sarah Hart,2,Repeat Customer
57150,Amanda Porter,2,Repeat Customer
35819,Christopher Summers,2,Repeat Customer
13125,Robert Kennedy,2,Repeat Customer
21446,Heather Perry,2,Repeat Customer
13874,Barbara Noble,2,Repeat Customer
95345,Jesse Robinson,2,Repeat Customer
47270,Michael Sharp,2,Repeat Customer
40612,Erik May,2,Repeat Customer
51115,Linda Ballard,2,Repeat Customer
98157,Rebecca Miller,2,Repeat Customer
73402,Robert Woods,2,Repeat Customer
66743,Kristen Dawson,2,Repeat Customer
68453,Tasha Black,2,Repeat Customer
51180,Erica Delgado,2,Repeat Customer
66186,Kimberly Ponce,2,Repeat Customer
24031,Kristin Marshall,2,Repeat Customer
86359,Andrew Steele,2,Repeat Customer
13247,David Krueger,2,Repeat Customer
72496,Elaine Harris,2,Repeat Customer
74795,Desiree Evans,2,Repeat Customer
67631,George Jefferson,2,Repeat Customer
85886,Casey Wilson,2,Repeat Customer
38537,Melissa Williams,2,Repeat Customer
77802,Dylan Acosta,2,Repeat Customer
96196,Justin Gardner,2,Repeat Customer
79696,Andrea Jacobson,2,Repeat Customer
1586,Henry Rice,2,Repeat Customer
15495,Colleen Espinoza,2,Repeat Customer
58981,Elizabeth Cox,2,Repeat Customer
74487,Cesar Smith,2,Repeat Customer
51761,Joseph Roberts,2,Repeat Customer
22461,Wendy Miller,2,Repeat Customer
21061,Tanya Estrada,2,Repeat Customer
10705,Kyle Freeman,2,Repeat Customer
29103,Olivia Ward,2,Repeat Customer
33889,Timothy Snyder,2,Repeat Customer
89347,Jared Patterson,2,Repeat Customer
30050,Brittney Mcdonald,2,Repeat Customer
24882,Michael Harrison,2,Repeat Customer
99750,David Castillo,2,Repeat Customer
94106,Dwayne Jennings,2,Repeat Customer
25989,Cassandra Rodriguez,2,Repeat Customer
21539,Robert Sullivan,2,Repeat Customer
31743,Rachel Bennett,2,Repeat Customer
53667,Cynthia Simpson,2,Repeat Customer
68411,Amy Morgan,2,Repeat Customer
19449,Vincent Murphy,2,Repeat Customer
60320,Lauren Morales,2,Repeat Customer
81394,Jessica Miles,2,Repeat Customer
38508,Kelly Cruz,2,Repeat Customer
51779,Jeremy Cruz,2,Repeat Customer
27426,Wayne Flowers,2,Repeat Customer
85366,Heather Terrell,2,Repeat Customer
51815,Tina Jones,2,Repeat Customer
47557,Susan Rodriguez,2,Repeat Customer
76905,Emily Williams,2,Repeat Customer
76723,Brandi Sanchez,2,Repeat Customer
30289,Brandy Villegas,2,Repeat Customer
87226,Thomas Dickson,2,Repeat Customer
78459,Heather Edwards,2,Repeat Customer
55815,Jacob Hurley,2,Repeat Customer
12322,Donald Shepard,2,Repeat Customer
81867,Karen Cook,2,Repeat Customer
65947,Teresa Meadows,2,Repeat Customer
64229,Andrew Armstrong,2,Repeat Customer
48484,Victoria Brown,2,Repeat Customer
1616,Stanley Lewis,2,Repeat Customer
85549,Lauren Austin,2,Repeat Customer
90562,Nichole Zamora,2,Repeat Customer
11683,William Young,2,Repeat Customer
84487,Chad Gonzalez,2,Repeat Customer
21518,Andrew Mccarthy,2,Repeat Customer
92607,James Mccarthy,2,Repeat Customer
41003,Tyler West,2,Repeat Customer
37354,Michael Brown,2,Repeat Customer
5247,Nicholas King,2,Repeat Customer
89243,Linda Horton,2,Repeat Customer
96420,Teresa Alvarez,2,Repeat Customer
73961,Marcus Wells,2,Repeat Customer
23950,Melissa Vasquez,2,Repeat Customer
18999,William Reid,2,Repeat Customer
49723,John Anderson,2,Repeat Customer
47131,Kyle Stewart,2,Repeat Customer
41504,Joshua Hale,2,Repeat Customer
20853,Nancy Caldwell,2,Repeat Customer
29038,Zachary Newton,2,Repeat Customer
33072,Tommy Lopez,2,Repeat Customer
40488,Maria Guerra,2,Repeat Customer
22865,Jay Jones,2,Repeat Customer
84914,Patricia Rodriguez,2,Repeat Customer
96171,Paul Powell,2,Repeat Customer
49011,Michael Salinas,2,Repeat Customer
38133,Tammy Bradley,2,Repeat Customer
73944,Kathryn Sanchez,2,Repeat Customer
47964,Paula Walters,2,Repeat Customer
13297,Erin Carroll,2,Repeat Customer
94009,Nathan Owens,2,Repeat Customer
57985,Mario Pace,2,Repeat Customer
21060,Abigail Farrell,2,Repeat Customer
60823,Benjamin Hood,2,Repeat Customer
93963,Anthony King,2,Repeat Customer
20355,Andrew Mathis,2,Repeat Customer
71213,Melissa Barr,2,Repeat Customer
15333,Tiffany Cantu,2,Repeat Customer
17009,Sarah Ortiz,2,Repeat Customer
14411,Eric Peters,2,Repeat Customer
91643,Jason Jones,2,Repeat Customer
40370,Michael Johnson,2,Repeat Customer
12485,Timothy Hinton,2,Repeat Customer
60462,Scott Lopez,2,Repeat Customer
11324,Catherine Lee,2,Repeat Customer
89646,Meredith Jacobson,2,Repeat Customer
12408,Jerome Tucker,2,Repeat Customer
71117,Joan Nichols,2,Repeat Customer
97241,Hunter Perez,2,Repeat Customer
30033,David Ware,2,Repeat Customer
37532,Kimberly Barton,2,Repeat Customer
55229,Jean Gonzalez,2,Repeat Customer
45263,Kathy Williamson,2,Repeat Customer
14994,Sherry Brown,2,Repeat Customer
76398,Joshua Castillo,2,Repeat Customer
71017,Cassandra Ramsey,2,Repeat Customer
93742,Darren Holder,2,Repeat Customer
39105,Alexandria Woods,2,Repeat Customer
45684,Spencer Brock,2,Repeat Customer
46130,Benjamin Carr,2,Repeat Customer
29897,Victoria Gonzales,2,Repeat Customer
85307,Michael Adkins,2,Repeat Customer
88812,Juan Hall,2,Repeat Customer
95926,Joseph Wallace,2,Repeat Customer
31775,Daniel Martin,2,Repeat Customer
36025,Jennifer Daniel,2,Repeat Customer
16768,Brittany Alexander,2,Repeat Customer
77852,Christy Robinson,2,Repeat Customer
20128,Kevin Wallace,2,Repeat Customer
38417,Paula Ramirez,2,Repeat Customer
37545,Leslie Braun,2,Repeat Customer
42764,Kendra Thompson,2,Repeat Customer
84076,John James,2,Repeat Customer
72066,Lisa Hill,2,Repeat Customer
29335,Aaron Ramirez,2,Repeat Customer
39620,Antonio Matthews,2,Repeat Customer
74631,Sarah Branch,2,Repeat Customer
57677,Regina Lee,2,Repeat Customer
98464,Brian Mann,2,Repeat Customer
23709,Linda Phillips,2,Repeat Customer
73234,Aaron Gonzalez,2,Repeat Customer
12884,Jonathan Johnson,2,Repeat Customer
66134,Julia Ramirez,2,Repeat Customer
475,Carl Casey,2,Repeat Customer
95276,Jacob Paul,2,Repeat Customer
63023,William Henderson,2,Repeat Customer
54066,Michael Nguyen,2,Repeat Customer
1156,Rebecca Oconnor,2,Repeat Customer
12320,Teresa Martinez,2,Repeat Customer
40008,Melinda Williams,2,Repeat Customer
48711,Sarah Boyle,2,Repeat Customer
90982,Gregory Wiley,2,Repeat Customer
64736,Patricia Blanchard,2,Repeat Customer
44052,Ashley Christensen,2,Repeat Customer
74061,Brandon Richards,2,Repeat Customer
29012,Marcus Valencia,2,Repeat Customer
81191,Mark Ross,2,Repeat Customer
57201,Danielle Mendoza,2,Repeat Customer
85292,Charles Young,2,Repeat Customer
42551,Tara Hill,2,Repeat Customer
85897,Sean Harrison,2,Repeat Customer
77400,Philip Harris,2,Repeat Customer
33594,Julie Martinez,2,Repeat Customer
51875,Samantha Young,2,Repeat Customer
58662,Samantha Mccormick,2,Repeat Customer
74535,Eric Rodgers,2,Repeat Customer
62705,Kelsey Carroll,2,Repeat Customer
83433,Kevin Adams,2,Repeat Customer
25677,Jennifer Wilkerson,2,Repeat Customer
87609,Megan Lester,2,Repeat Customer
65042,Joel Thomas,2,Repeat Customer
92454,Victor Lewis,2,Repeat Customer
82453,Steven Becker,2,Repeat Customer
43757,Kelly Vargas,2,Repeat Customer
61435,Stephanie Miller,2,Repeat Customer
24182,Devin Castillo,2,Repeat Customer
15300,Andrew Weber,2,Repeat Customer
80158,Jack Zuniga,2,Repeat Customer
56464,Tammy Lutz,2,Repeat Customer
5391,Jennifer Nguyen,2,Repeat Customer
5721,Amber Weiss,2,Repeat Customer
25221,Jean Glenn,2,Repeat Customer
91697,David Williams,2,Repeat Customer
33453,Mark Wilson,2,Repeat Customer
89872,Jake Snyder,2,Repeat Customer
25631,Anthony Craig,2,Repeat Customer
58219,Jeffrey Phillips,2,Repeat Customer
25636,Eduardo Chase,2,Repeat Customer
35349,Debra Sawyer,2,Repeat Customer
60724,Kristin Holland,2,Repeat Customer
50978,Barbara Gonzalez,2,Repeat Customer
38626,Kelly Bell,2,Repeat Customer
19428,Allen Harris,2,Repeat Customer
69564,Lori Nguyen,2,Repeat Customer
23205,Peter Rangel,2,Repeat Customer
12314,William Benton,2,Repeat Customer
4281,Jacob Hanson,2,Repeat Customer
38290,Johnny Carroll,2,Repeat Customer
6944,Logan James,2,Repeat Customer
33770,William Wells,2,Repeat Customer
56137,Thomas Castillo,2,Repeat Customer
71721,Tracy Orozco,2,Repeat Customer
89837,Sean Larson,2,Repeat Customer
25118,Kristen Carroll,2,Repeat Customer
22449,Earl Snyder,2,Repeat Customer
56244,Jennifer Fleming,2,Repeat Customer
66868,Maria Keller,2,Repeat Customer
77836,Catherine Jenkins,2,Repeat Customer
58484,Katrina Garrett,2,Repeat Customer
49336,Michael Blake,2,Repeat Customer
84286,Ashley Miller,2,Repeat Customer
49431,Darlene Ortega,2,Repeat Customer
88303,Kristen Richard,2,Repeat Customer
88669,Sarah Butler,2,Repeat Customer
46629,Kathy Gardner,2,Repeat Customer
14020,Gary Willis,2,Repeat Customer
68700,Gary Schmidt,2,Repeat Customer
36570,John Roberts,2,Repeat Customer
98164,Kenneth Berry,2,Repeat Customer
25595,Scott West,2,Repeat Customer
6866,Anna Hahn,2,Repeat Customer
26886,David Mcclain,2,Repeat Customer
63432,Cory Orr,2,Repeat Customer
84680,Alejandro Gallegos,2,Repeat Customer
26207,Michael Perry,2,Repeat Customer
50874,Jennifer Brown,2,Repeat Customer
85580,Mark Alexander,2,Repeat Customer
80389,Lauren Walker,2,Repeat Customer
33910,Elizabeth Wong,2,Repeat Customer
11567,James Newton,2,Repeat Customer
7073,Rachel Schroeder,2,Repeat Customer
98692,Samuel Brown,2,Repeat Customer
99276,Vanessa Cox,2,Repeat Customer
45414,Zachary Walter,2,Repeat Customer
29163,David Miller,2,Repeat Customer
69702,Rebecca Gonzalez,2,Repeat Customer
16640,Brian Wilkins,2,Repeat Customer
52173,April Green,2,Repeat Customer
68810,Hector Webb,2,Repeat Customer
71036,James Strong,2,Repeat Customer
12679,Wendy Barnes,2,Repeat Customer
63212,Kelsey Reynolds,2,Repeat Customer
42875,Christopher Roth,2,Repeat Customer
60989,Joe Hamilton,2,Repeat Customer
46637,Amber Huff,2,Repeat Customer
40400,Laura May,2,Repeat Customer
6262,Bryan Sandoval,2,Repeat Customer
64974,Barbara Bennett,2,Repeat Customer
30442,Eric Frazier,2,Repeat Customer
21720,Sarah Mcdonald,2,Repeat Customer
59980,Frank May,2,Repeat Customer
36427,Alex Potter,2,Repeat Customer
72099,Peter Sheppard,2,Repeat Customer
58656,Angelica White,2,Repeat Customer
374,Monica Campbell,2,Repeat Customer
84770,Teresa Anderson,2,Repeat Customer
83427,Alexis Huffman,2,Repeat Customer
98093,Katelyn Lindsey,2,Repeat Customer
43408,Ann Woodward,2,Repeat Customer
43798,Steven Payne,2,Repeat Customer
50722,Laura Baker,2,Repeat Customer
97112,Anthony Frazier,2,Repeat Customer
29502,Rachael Berry,2,Repeat Customer
20884,Andrea Wilson,2,Repeat Customer
82756,Robert Bruce,2,Repeat Customer
3405,Janice Ewing,2,Repeat Customer
90910,Nicholas Jones,2,Repeat Customer
57144,Evan Zhang,2,Repeat Customer
52671,Jennifer Robinson,2,Repeat Customer
39700,Mary Baker,2,Repeat Customer
98243,Katherine Brown,2,Repeat Customer
26811,Leslie Washington,2,Repeat Customer
69289,Ryan Wall,2,Repeat Customer
22131,Robert Bradley,2,Repeat Customer
73483,Marcus Boyd,2,Repeat Customer
44855,Christopher Kim,2,Repeat Customer
97092,Danielle Thompson,2,Repeat Customer
81953,Jessica Miller,2,Repeat Customer
62491,John Campbell,2,Repeat Customer
62496,Lisa Stanton,2,Repeat Customer
46744,Heather Bradshaw,2,Repeat Customer
39741,Charles Garza,2,Repeat Customer
18890,Jerry Wilson,2,Repeat Customer
12346,Vanessa Hatfield,2,Repeat Customer
19246,Karen Larson,2,Repeat Customer
12004,Angela Lopez,2,Repeat Customer
95858,Jennifer Miller,2,Repeat Customer
27624,Larry Hill,2,Repeat Customer
83787,Lisa Stevens,2,Repeat Customer
